sq_map_id,scale_id,question_id,display_order,created_at
THI/2026/THI/018,THI/2026,THI/018,18,2026-09-04 00:00:00+00
THI/2026/THI/019,THI/2026,THI/019,19,2026-09-04 00:00:00+00
THI/2026/THI/020,THI/2026,THI/020,20,2026-09-04 00:00:00+00
THI/2026/THI/021,THI/2026,THI/021,21,2026-09-04 00:00:00+00
THI/2026/THI/022,THI/2026,THI/022,22,2026-09-04 00:00:00+00
THI/2026/THI/023,THI/2026,THI/023,23,2026-09-04 00:00:00+00
THI/2026/THI/024,THI/2026,THI/024,24,2026-09-04 00:00:00+00
THI/2026/THI/025,THI/2026,THI/025,25,2026-09-04 00:00:00+00
VAS/2026/VAS/001,VAS/2026,VAS/001,1,2026-09-04 00:00:00+00
VVAS/2026/VVAS/001,VVAS/2026,VVAS/001,1,2026-09-04 00:00:00+00
VVAS/2026/VVAS/002,VVAS/2026,VVAS/002,2,2026-09-04 00:00:00+00
VVAS/2026/VVAS/003,VVAS/2026,VVAS/003,3,2026-09-04 00:00:00+00
VVAS/2026/VVAS/004,VVAS/2026,VVAS/004,4,2026-09-04 00:00:00+00
VVAS/2026/VVAS/005,VVAS/2026,VVAS/005,5,2026-09-04 00:00:00+00
VVAS/2026/VVAS/006,VVAS/2026,VVAS/006,6,2026-09-04 00:00:00+00
VVAS/2026/VVAS/007,VVAS/2026,VVAS/007,7,2026-09-04 00:00:00+00
VVAS/2026/VVAS/008,VVAS/2026,VVAS/008,8,2026-09-04 00:00:00+00
VVAS/2026/VVAS/009,VVAS/2026,VVAS/009,9,2026-09-04 00:00:00+00
